alpha,conflict,beta,error,addrcity,addrcountry,addrhousename,addrhousenumber,addrpostcode,addrstreet,amenity,building,name,ref,designation,int_name,buildinglevels,buildinglevelsunderground,namees,tourism,rooflevels,roofshape,description,start_datebuilding,leisure,note,phone,sport,website,buildinguse,brand,brandwikidata,brandwikipedia,fueldiesel,fuelGTL_diesel,fueloctane_95,fueloctane_98,opening_hours,source,sourcedate,alt_name,shop,product,office,studio,rental,repair,sale,wheelchair,construction,operator,start_date,landuse,email,fax,stars,addrprovince,nameen,smoking,wikipedia,service,architect,nameca,namezh,official_name,wikidata,toiletswheelchair,proposed,self_service,addrfull,contactphone,dispensing,healthcare,namefr,old_name,contactemail,emergency,internet_access,internet_accessfee,rooms,ele,highway,traffic_signals,crossing,traffic_signalsdirection,tactile_paving,button_operated,traffic_signalsvibration,traffic_signalssound,bicycle,crossingisland,bench,bus,passenger_information_display,public_transport,route_ref,shelter,bin,network,lanes,maxspeed,oneway,surface,sidewalk,parkinglaneboth,width,lit,tourist_bus,access,cycleway,parkinglaneleft,parkinglaneright,crossing_ref,bridge,layer,maxspeedtype,short_name,onewaybicycle,motor_vehicle,lanesbackward,lanesforward,handrail,incline,indoor,level
highway,highway building landuse,residential,no,,,,,,,,,Passatge de Centelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,1.0,30.0,yes,asphalt,both,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Passatge de Sim??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,1.0,30.0,yes,asphalt,,no_parking,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Travessera de Gr?Ã¡cia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca:Travessera de Gr?Ã¡cia,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,2.0,50.0,yes,asphalt,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de la Marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,2.0,50.0,yes,asphalt,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de los Castillejos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,2.0,30.0,yes,asphalt,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de Proven?Âºa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca:Carrer de Proven?Âºa,,,Carrer de Proven?Âºa,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,1.0,30.0,yes,asphalt,,,3.0,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de Sic?Â¡lia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,2.0,30.0,yes,asphalt,,,8.0,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de la Marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,2.0,50.0,yes,asphalt,,,,yes,private,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de Proven?Âºa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca:Carrer de Proven?Âºa,,,Carrer de Proven?Âºa,,,,,,,,,,,,,,,,,,,residential,,,,,,,,yes,,,,,,,,,,,30.0,yes,asphalt,right,,,yes,private,yes,lane,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de la Marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,2.0,50.0,yes,asphalt,,,,yes,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de Cartagena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,2.0,30.0,yes,asphalt,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de la Marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,2.0,50.0,yes,asphalt,,,,yes,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de C??rsega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,2.0,50.0,yes,asphalt,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de C??rsega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,2.0,50.0,yes,asphalt,,,,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de Proven?Âºa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca:Carrer de Proven?Âºa,,,Carrer de Proven?Âºa,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,1.0,30.0,yes,asphalt,,,2.5,,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Carrer de los Castillejos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,3.0,30.0,yes,asphalt,,,,yes,,,,,,,,,,,,,,,,,,
highway,highway building landuse,residential,no,,,,,,,,,Passatge de Mariner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,1.0,30.0,yes,asphalt,,,,,,,,parallel,no_parking,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,uncontrolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,unmarked,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,unmarked,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,uncontrolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,unmarked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,yes,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,uncontrolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,uncontrolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,uncontrolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,uncontrolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
